gram;vector;code
x 1080 887276013510;[9, 2, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
1080 887276013510 eBay;[10, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0];0
ASUS VG278HE 27;[0, 16, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0];1
VG278HE 27 Wide;[1, 15, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
27 Wide LED;[2, 14, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
Wide LED Black;[3, 13, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0];0
LED Black Multimedia;[4, 12, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0];0
Black Multimedia 3D;[5, 11, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0];0
Multimedia 3D Monitor;[6, 10, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
3D Monitor 1920x10802msVGAHDMIDVIHeadphone;[7, 9, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
Monitor 1920x10802msVGAHDMIDVIHeadphone Jack;[8, 8, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
1920x10802msVGAHDMIDVIHeadphone Jack Monitors;[9, 7, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
Jack Monitors Monitors;[10, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Monitors Monitors Nexus;[11, 5, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Monitors Nexus Technology;[12, 4, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0];0
Nexus Technology UK;[13, 3, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0];0
Technology UK Colchester;[14, 2, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0];0
UK Colchester Essex;[15, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Buy AOC 23;[0, 14, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
AOC 23 I2367FH;[1, 13, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0];1
23 I2367FH Ful;[2, 12, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
I2367FH Ful HD;[3, 11, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0];0
Ful HD LEDLCD;[4, 10, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0];0
HD LEDLCD Monitor;[5, 9, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0];0
LEDLCD Monitor Black;[6, 8, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0];0
Monitor Black Monitors;[7, 7, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0];0
Black Monitors LEDLCD;[8, 6, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0];0
Monitors LEDLCD I2367FH;[9, 5, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
LEDLCD I2367FH today;[10, 4, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
I2367FH today at;[11, 3, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0];0
today at PC;[12, 2, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0];0
at PC Connection;[13, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0];0
Dell E E173FPF;[0, 10, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0];1
E E173FPF 17;[1, 9, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0];0
E173FPF 17 LCD;[2, 8, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
17 LCD Monitor;[3, 7, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
LCD Monitor with;[4, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Monitor with Power;[5, 5, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0];0
with Power Cable;[6, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0];0
Power Cable 057033;[7, 3, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0];0
Cable 057033 008888306009;[8, 2, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
057033 008888306009 eBay;[9, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0];0
Philips 273V5LHAB 27inch;[0, 9, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0];1
273V5LHAB 27inch LCD;[1, 8, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
27inch LCD Monitor;[2, 7, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
LCD Monitor Compare;[3, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Monitor Compare Prices;[4, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Compare Prices Save;[5, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Prices Save shopping;[6, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
Save shopping in;[7, 2, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0];0
shopping in Australia;[8, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0];0
AOC E1649FWU 16;[0, 9, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0];1
E1649FWU 16 LED;[1, 8, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
16 LED LCD;[2, 7, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
LED LCD Monitor;[3, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
LCD Monitor 16;[4, 5, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
Monitor 16 9;[5, 4, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
16 9 16;[6, 3, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
9 16 MS;[7, 2, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
16 MS eBay;[8, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
Dell E173FPF 17;[0, 17, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0];1
E173FPF 17 LCD;[1, 16, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
17 LCD Monitor;[2, 15, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
LCD Monitor UK;[3, 14, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Monitor UK Ebay;[4, 13, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
UK Ebay Items;[5, 12, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Ebay Items Best;[6, 11, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Items Best Deal;[7, 10, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Best Deal Items;[8, 9, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Deal Items Auctions;[9, 8, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Items Auctions Free;[10, 7, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Auctions Free Shipping;[11, 6, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
Free Shipping Goods;[12, 5, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
Shipping Goods Services;[13, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
Goods Services Wholesales;[14, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Services Wholesales Retail;[15, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Wholesales Retail Trade;[16, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Cleverboxes VK228H Asus;[0, 14, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0];0
VK228H Asus VK228H;[1, 13, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0];0
Asus VK228H 215;[2, 12, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0];1
VK228H 215 inch;[3, 11, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0];0
215 inch LED;[4, 10, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0];0
inch LED Monitor;[5, 9, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
LED Monitor 800000001;[6, 8, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
Monitor 800000001 250;[7, 7, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
800000001 250 cdm2;[8, 6, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
250 cdm2 5ms;[9, 5, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
cdm2 5ms HDMI;[10, 4, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
5ms HDMI VGA;[11, 3, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
HDMI VGA DVID;[12, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0];0
VGA DVID Black;[13, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0];0
Qnix Qx2710 Led;[0, 10, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0];1
Qx2710 Led Evolution;[1, 9, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
Led Evolution Ll;[2, 8, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0];0
Evolution Ll Tempered;[3, 7, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0];0
Ll Tempered Glass;[4, 6, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0];0
Tempered Glass 27;[5, 5, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
Glass 27 27;[6, 4, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
27 27 Inch;[7, 3, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0];0
27 Inch 2560x1440;[8, 2, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0];0
Inch 2560x1440 Yikuscom;[9, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
Samsung LTM170E5 L03;[0, 19, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0];1
LTM170E5 L03 Monitor;[1, 18, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
L03 Monitor 17;[2, 17, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
Monitor 17 Screen;[3, 16, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
17 Screen 4U2E57816F;[4, 15, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
Screen 4U2E57816F UK;[5, 14, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0];0
4U2E57816F UK Ebay;[6, 13, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0];0
UK Ebay Items;[7, 12, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Ebay Items Best;[8, 11, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Items Best Deal;[9, 10, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Best Deal Items;[10, 9, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Deal Items Auctions;[11, 8, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Items Auctions Free;[12, 7, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Auctions Free Shipping;[13, 6, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
Free Shipping Goods;[14, 5, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
Shipping Goods Services;[15, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
Goods Services Wholesales;[16, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Services Wholesales Retail;[17, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Wholesales Retail Trade;[18, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
HP L1710 17;[0, 17, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0];1
L1710 17 LCD;[1, 16, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
17 LCD Monitor;[2, 15, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
LCD Monitor UK;[3, 14, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Monitor UK Ebay;[4, 13, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
UK Ebay Items;[5, 12, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Ebay Items Best;[6, 11, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Items Best Deal;[7, 10, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Best Deal Items;[8, 9, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Deal Items Auctions;[9, 8, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Items Auctions Free;[10, 7, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Auctions Free Shipping;[11, 6, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
Free Shipping Goods;[12, 5, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
Shipping Goods Services;[13, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
Goods Services Wholesales;[14, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Services Wholesales Retail;[15, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Wholesales Retail Trade;[16, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
ELO 1000 Series;[0, 7, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0];1
1000 Series 1515L;[1, 6, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
Series 1515L Touch;[2, 5, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
1515L Touch Screen;[3, 4, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
Touch Screen Monitor;[4, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Screen Monitor IGRMV21394;[5, 2, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
Monitor IGRMV21394 eBay;[6, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0];0
Dell E173FPf 17;[0, 22, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0];1
E173FPf 17 Flat;[1, 21, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
17 Flat Screen;[2, 20, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
Flat Screen CHEAP;[3, 19, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Screen CHEAP VGA;[4, 18, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
CHEAP VGA LCD;[5, 17, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0];0
VGA LCD TFT;[6, 16, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0];0
LCD TFT Monitor;[7, 15, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
TFT Monitor UK;[8, 14, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Monitor UK Ebay;[9, 13, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
UK Ebay Items;[10, 12, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Ebay Items Best;[11, 11, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Items Best Deal;[12, 10, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Best Deal Items;[13, 9, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Deal Items Auctions;[14, 8, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Items Auctions Free;[15, 7, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Auctions Free Shipping;[16, 6, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
Free Shipping Goods;[17, 5, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
Shipping Goods Services;[18, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
Goods Services Wholesales;[19, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Services Wholesales Retail;[20, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Wholesales Retail Trade;[21, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Dell s Series;[0, 9, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0];0
s Series S2340M;[1, 8, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0];0
Series S2340M 23;[2, 7, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
S2340M 23 Widescreen;[3, 6, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];1
23 Widescreen LED;[4, 5, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
Widescreen LED LCD;[5, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
LED LCD Monitor;[6, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
LCD Monitor 884116096993;[7, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
Monitor 884116096993 eBay;[8, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0];0
Elo TouchSystems 1928L;[0, 2, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0];1
TouchSystems 1928L MBE;[1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
AOC e1649fwu 156;[0, 9, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0];1
e1649fwu 156 Widescreen;[1, 8, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
156 Widescreen LED;[2, 7, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
Widescreen LED LCD;[3, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
LED LCD Monitor;[4, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
LCD Monitor Pricing;[5, 4, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
Monitor Pricing and;[6, 3, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0];0
Pricing and Details;[7, 2, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0];0
and Details Catalogcom;[8, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0];0
AOC E960SRDA 60Hz;[0, 6, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0];1
E960SRDA 60Hz 190;[1, 5, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
60Hz 190 Monitor;[2, 4, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
190 Monitor E960SRDA;[3, 3, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
Monitor E960SRDA PCPartPicker;[4, 2, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0];0
E960SRDA PCPartPicker Canada;[5, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0];0
Dell E176Fpc 17;[0, 21, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0];1
E176Fpc 17 LCD;[1, 20, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
17 LCD Display;[2, 19, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
LCD Display TFT;[3, 18, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Display TFT Active;[4, 17, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
TFT Active Matrix;[5, 16, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Active Matrix Monitor;[6, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Matrix Monitor UK;[7, 14, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Monitor UK Ebay;[8, 13, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
UK Ebay Items;[9, 12, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Ebay Items Best;[10, 11, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Items Best Deal;[11, 10, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Best Deal Items;[12, 9, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Deal Items Auctions;[13, 8, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Items Auctions Free;[14, 7, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Auctions Free Shipping;[15, 6, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
Free Shipping Goods;[16, 5, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
Shipping Goods Services;[17, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
Goods Services Wholesales;[18, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Services Wholesales Retail;[19, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Wholesales Retail Trade;[20, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Samsung S22C200B 22;[0, 11, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0];1
S22C200B 22 LED;[1, 10, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
22 LED Monitor;[2, 9, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
LED Monitor 1920x1080;[3, 8, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
Monitor 1920x1080 DVI;[4, 7, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
1920x1080 DVI VGA;[5, 6, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
DVI VGA Fast;[6, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
VGA Fast Response;[7, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Fast Response 5ms;[8, 3, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
Response 5ms 887276007748;[9, 2, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
5ms 887276007748 eBay;[10, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0];0
Philips 246V5LHAB 24inch;[0, 9, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0];1
246V5LHAB 24inch LCD;[1, 8, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
24inch LCD Monitors;[2, 7, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
LCD Monitors Compare;[3, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Monitors Compare Prices;[4, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Compare Prices Save;[5, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Prices Save shopping;[6, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
Save shopping in;[7, 2, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0];0
shopping in Australia;[8, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0];0
Lot 4 Dell;[0, 16, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
4 Dell UltraSharp;[1, 15, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
Dell UltraSharp 17;[2, 14, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0];0
UltraSharp 17 LCD;[3, 13, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
17 LCD Monitor;[4, 12, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
LCD Monitor 1707FP;[5, 11, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0];1
Monitor 1707FP 4;[6, 10, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0];0
1707FP 4 Port;[7, 9, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0];0
4 Port USB;[8, 8, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0];0
Port USB Hub;[9, 7, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
USB Hub VGA;[10, 6, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Hub VGA DVI;[11, 5, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
VGA DVI CC280;[12, 4, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0];0
DVI CC280 YG138;[13, 3, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0];0
CC280 YG138 321707725882;[14, 2, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
YG138 321707725882 eBay;[15, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0];0
ELO 1919L 19;[0, 12, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0];1
1919L 19 Desktop;[1, 11, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
19 Desktop Touch;[2, 10, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
Desktop Touch Screen;[3, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Touch Screen Display;[4, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Screen Display ET1919L;[5, 7, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
Display ET1919L Auwa;[6, 6, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
ET1919L Auwa 1;[7, 5, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
Auwa 1 GY;[8, 4, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
1 GY G;[9, 3, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
GY G 7411493164156;[10, 2, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
G 7411493164156 eBay;[11, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
LG 24MB35PYB 60Hz;[0, 6, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0];1
24MB35PYB 60Hz 238;[1, 5, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
60Hz 238 Monitor;[2, 4, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
238 Monitor 24MB35PYB;[3, 3, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
Monitor 24MB35PYB PCPartPicker;[4, 2, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0];0
24MB35PYB PCPartPicker Canada;[5, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0];0
New ASUS F75A;[0, 23, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0];0
ASUS F75A TY205H;[1, 22, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0];1
F75A TY205H 173;[2, 21, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
TY205H 173 LED;[3, 20, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
173 LED LCD;[4, 19, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
LED LCD Monitor;[5, 18, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
LCD Monitor Notebook;[6, 17, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Monitor Notebook Screen;[7, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Notebook Screen UK;[8, 15, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Screen UK UK;[9, 14, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
UK UK Ebay;[10, 13, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
UK Ebay Items;[11, 12, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Ebay Items Best;[12, 11, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Items Best Deal;[13, 10, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Best Deal Items;[14, 9, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Deal Items Auctions;[15, 8, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Items Auctions Free;[16, 7, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Auctions Free Shipping;[17, 6, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
